ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,גניבה מתוך רכב,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,גניבות אחרות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,גניבת אופניים,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,הצתה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,סחיטה,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,15
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,איומים,15
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,8
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,10
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות רשוי,"מלאכות,תעשיות,עסקים",2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות רשוי,עבירות נגד הסביבה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,קבוצת כל השאר,סטיסטי כל השאר,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q2,שאר עבירות,שאר עבירות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,,,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות בטחון,ידוי אבנים,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות בטחון,עבירות אחרות כלפי בטחון,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,8
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,סחיטה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות כלפי הרכוש,עבירות נגד המחשב,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,13
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות נגד גוף,חבלה גופנית חמורה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,איומים,7
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,10
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,10
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q3,קבוצת כל השאר,סטיסטי כל השאר,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות בטחון,ידוי אבנים,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלכליות,עבירות כלכליות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלכליות,עבירות על פקוח כלכלי,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,9
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,גניבות חקלאיות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,גניבת חלקי רכב,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות מרמה,זיוף מסמכים והפצתם,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות מרמה,מרמה ועושק,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות נגד גוף,חבלה גופנית חמורה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,איומים,16
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,7
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,קטטות והפרעות ברחובות,5
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,תקיפת והכשלת שוטר,5
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות רשוי,עבירות נגד הסביבה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2018-Q4,קבוצת כל השאר,סטיסטי כל השאר,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות בטחון,ידוי אבנים,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,13
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,7
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,החזקת כלי פריצה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,הצתה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות מרמה,זיוף מסמכים והפצתם,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,13
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות נגד גוף,חבלה גופנית חמורה,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,איומים,17
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,11
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,8
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,17
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,5
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q1,קבוצת כל השאר,סטיסטי כל השאר,10
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,סעיפי הגדרה,סעיפי הגדרה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות בטחון,השלכת בקבוק תבערה - בטחון,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות בטחון,ידוי אבנים,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,13
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,גניבה מתוך רכב,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,9
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,הצתה,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות כלפי הרכוש,עבירות נגד המחשב,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות מרמה,מרמה ועושק,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,26
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות נגד גוף,חבלה גופנית חמורה,8
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות נגד גוף,רשלנות ופחזות פלילית,7
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,איומים,27
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,התקהלות או התאגדות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,15
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,פגיעה בפרטיות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,8
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,תקיפת והכשלת שוטר,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,2
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות רשוי,"מלאכות,תעשיות,עסקים",1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,עבירות רשוי,"נשק,תחמושת וחמרי נפץ",1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q2,קבוצת כל השאר,סטיסטי כל השאר,10
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות בטחון,ידוי אבנים,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,3
תיקים באזור סטטיסטי,מחוז ירושלים,מרחב קדם ירושלים,תחנת עוז קדם,ירושלים,30002811.0,2019-Q3,עבירות כלפי הרכוש,סחיטה,2
