ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,עבירות סדר ציבורי,עבירות סדר ציבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q2,קבוצת כל השאר,סטיסטי כל השאר,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות בטחון,ידוי אבנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,13
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי הרכוש,גניבות אחרות,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,14
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,איומים,17
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,הסגות גבול,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,עבירות סדר ציבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,קטטות והפרעות במוסדות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות בטחון,ידוי אבנים,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבית דירה,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,איומים,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,הסגות גבול,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,עבירות סדר ציבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2018-Q4,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות בטחון,ידוי אבנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,13
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי הרכוש,גניבות אחרות,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות מרמה,משיכת שיק ללא כסוי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות נגד גוף,עבירות נגד גוף,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות סדר ציבורי,איומים,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q1,קבוצת כל השאר,סטיסטי כל השאר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות בטחון,השלכת בקבוק תבערה - בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות בטחון,ידוי אבנים,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות כלפי המוסר,פרסום דברי תועבה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות מין,הטרדה מינית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,13
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות סדר ציבורי,איומים,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q2,קבוצת כל השאר,סטיסטי כל השאר,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות בטחון,השלכת בקבוק תבערה - בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות בטחון,עבירות אחרות כלפי בטחון,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,החזקת כלי פריצה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות כלפי הרכוש,קבלת רכוש גנוב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,8
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,איומים,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,קבוצת כל השאר,סטיסטי כל השאר,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q3,שאר עבירות,שאר עבירות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות בטחון,ידוי אבנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,10
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי הרכוש,גניבת אופניים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות כלפי הרכוש,קבלת רכוש גנוב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,16
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות נגד גוף,חבלה גופנית חמורה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות סדר ציבורי,איומים,9
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2019-Q4,קבוצת כל השאר,סטיסטי כל השאר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,8
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות מרמה,עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,11
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות נגד גוף,תקיפת עובדי צבור בתפקיד,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,איומים,15
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,הסגות גבול,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,עבירות רשוי,עבירות נגד הסביבה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q1,קבוצת כל השאר,סטיסטי כל השאר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות בטחון,ידוי אבנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,12
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות מנהליות,עבירות הקשורות בדיני עבודה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,24
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,איומים,15
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,5
