ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q2,קבוצת כל השאר,סטיסטי כל השאר,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי המוסר,עבירות כלפי המוסר,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,8
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,סחיטה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות כלפי הרכוש,עבירות נגד המחשב,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות מרמה,מרמה ועושק,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,17
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות נגד גוף,חבלה גופנית חמורה,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,איומים,13
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,פגיעה בפרטיות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q3,קבוצת כל השאר,סטיסטי כל השאר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות בטחון,"(עבירות אמל""ח (אמצעי לחימה",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות בטחון,ידוי אבנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,7
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי הרכוש,התפרצות לבית דירה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,13
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות נגד גוף,חבלה גופנית חמורה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות סדר ציבורי,איומים,15
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות סדר ציבורי,הסגות גבול,5
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות סדר ציבורי,התקהלות או התאגדות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2020-Q4,קבוצת כל השאר,סטיסטי כל השאר,12
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות בטחון,ידוי אבנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות כלפי המוסר,פרסום דברי תועבה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,12
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות מרמה,מרמה ועושק,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,4
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות סדר ציבורי,איומים,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q1,קבוצת כל השאר,סטיסטי כל השאר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,סעיפי הגדרה,סעיפי הגדרה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,עבירות בטחון,"(עבירות אמל""ח (אמצעי לחימה",1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,עבירות בטחון,השלכת בקבוק תבערה - בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,עבירות בטחון,ידוי אבנים,6
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,קרית ארבע,36110001.0,2021-Q2,עבירות בטחון,עבירות על חוקי חרום,2
